code,800,400,200,100,50,40,25,10,1,0.1,throughput,macsec,deepbuffer,type,maxmodules,family,cost
9348GC-FX3PH,,,,,,2.0,,,44.0,48.0,0.696 Tbps,x,40 MB,fixed,,9300,944.5089136
9336C-FX2,,,,36.0,,,,,,,7.2 Tbps,,40 MB,fixed,,9300,11225.33011
9336C-FX2,,,,,72.0,,,,,,7.2 Tbps,,40 MB,fixed,,9300,11225.33011
9336C-FX2,,,,,,36.0,,,,,7.2 Tbps,,40 MB,fixed,,9300,11225.33011
9336C-FX2,,,,,,,144.0,,,,7.2 Tbps,,40 MB,fixed,,9300,11225.33011
9336C-FX2,,,,,,,,144.0,,,7.2 Tbps,,40 MB,fixed,,9300,11225.33011
9336C-FX2,,,,26.0,,,,,10.0,,7.2 Tbps,,40 MB,fixed,,9300,11225.33011
9336C-FX2,,,,,52.0,,,,10.0,,7.2 Tbps,,40 MB,fixed,,9300,11225.33011
9336C-FX2,,,,,,26.0,,,10.0,,7.2 Tbps,,40 MB,fixed,,9300,11225.33011
9336C-FX2,,,,,,,104.0,,10.0,,7.2 Tbps,,40 MB,fixed,,9300,11225.33011
9336C-FX2,,,,,,,,104.0,10.0,,7.2 Tbps,,40 MB,fixed,,9300,11225.33011
9336C-FX2-E,,,,36.0,,,,,,,7.2 Tbps,,40 MB,fixed,,9300,11225.33011
9336C-FX2-E,,,,,72.0,,,,,,7.2 Tbps,,40 MB,fixed,,9300,11225.33011
9336C-FX2-E,,,,,,36.0,,,,,7.2 Tbps,,40 MB,fixed,,9300,11225.33011
9336C-FX2-E,,,,,,,144.0,,,,7.2 Tbps,,40 MB,fixed,,9300,11225.33011
9336C-FX2-E,,,,,,,,144.0,,,7.2 Tbps,,40 MB,fixed,,9300,11225.33011
9336C-FX2-E,,,,26.0,,,,,10.0,,7.2 Tbps,,40 MB,fixed,,9300,11225.33011
9336C-FX2-E,,,,,52.0,,,,10.0,,7.2 Tbps,,40 MB,fixed,,9300,11225.33011
9336C-FX2-E,,,,,,26.0,,,10.0,,7.2 Tbps,,40 MB,fixed,,9300,11225.33011
9336C-FX2-E,,,,,,,104.0,,10.0,,7.2 Tbps,,40 MB,fixed,,9300,11225.33011
9336C-FX2-E,,,,,,,,104.0,10.0,,7.2 Tbps,,40 MB,fixed,,9300,11225.33011
93240YC-FX2,,,,12.0,,,48.0,,,,4.8 Tbps,,40 MB,fixed,,9300,7333.364963
93240YC-FX2,,,,12.0,,,,48.0,,,4.8 Tbps,,40 MB,fixed,,9300,7333.364963
93240YC-FX2,,,,12.0,,,,,48.0,,4.8 Tbps,,40 MB,fixed,,9300,7333.364963
93240YC-FX2,,,,,,12.0,48.0,,,,4.8 Tbps,,40 MB,fixed,,9300,7333.364963
93240YC-FX2,,,,,,12.0,,48.0,,,4.8 Tbps,,40 MB,fixed,,9300,7333.364963
93240YC-FX2,,,,,,12.0,,,48.0,,4.8 Tbps,,40 MB,fixed,,9300,7333.364963
93360YC-FX2,,,,12.0,,,96.0,,,,7.2 Tbps,,40 MB,fixed,,9300,7333.364963
93360YC-FX2,,,,12.0,,,,96.0,,,7.2 Tbps,,40 MB,fixed,,9300,7333.364963
93360YC-FX2,,,,12.0,,,,,96.0,,7.2 Tbps,,40 MB,fixed,,9300,7333.364963
93360YC-FX2,,,,,,12.0,96.0,,,,7.2 Tbps,,40 MB,fixed,,9300,7333.364963
93360YC-FX2,,,,,,12.0,,96.0,,,7.2 Tbps,,40 MB,fixed,,9300,7333.364963
93360YC-FX2,,,,,,12.0,,,96.0,,7.2 Tbps,,40 MB,fixed,,9300,7333.364963
93216TC-FX2,,,,12.0,,,96.0,,,,7.2 Tbps,,40 MB,fixed,,9300,7333.364963
93216TC-FX2,,,,12.0,,,,96.0,,,7.2 Tbps,,40 MB,fixed,,9300,7333.364963
93216TC-FX2,,,,12.0,,,,,96.0,,7.2 Tbps,,40 MB,fixed,,9300,7333.364963
93216TC-FX2,,,,,,12.0,96.0,,,,7.2 Tbps,,40 MB,fixed,,9300,7333.364963
93216TC-FX2,,,,,,12.0,,96.0,,,7.2 Tbps,,40 MB,fixed,,9300,7333.364963
93216TC-FX2,,,,,,12.0,,,96.0,,7.2 Tbps,,40 MB,fixed,,9300,7333.364963
93216TC-FX2,,,,,,,144.0,,,,7.2 Tbps,,40 MB,fixed,,9300,7333.364963
93216TC-FX2,,,,,,,,144.0,,,7.2 Tbps,,40 MB,fixed,,9300,7333.364963
93180YC-FX,,,,6.0,,,48.0,,,,3.6 Tbps,,40 MB,fixed,,9300,5421.477077
93180YC-FX,,,,6.0,,,,48.0,,,3.6 Tbps,,40 MB,fixed,,9300,5421.477077
93180YC-FX,,,,6.0,,,,,48.0,,3.6 Tbps,,40 MB,fixed,,9300,5421.477077
93180YC-FX,,,,,,6.0,48.0,,,,3.6 Tbps,,40 MB,fixed,,9300,5421.477077
93180YC-FX,,,,,,6.0,,48.0,,,3.6 Tbps,,40 MB,fixed,,9300,5421.477077
93180YC-FX,,,,,,6.0,,,48.0,,3.6 Tbps,,40 MB,fixed,,9300,5421.477077
93108TC-FX,,,,6.0,,,,48.0,,,2.16 Tbps,,40 MB,fixed,,9300,5421.477077
93108TC-FX,,,,6.0,,,,,48.0,,2.16 Tbps,,40 MB,fixed,,9300,5421.477077
93108TC-FX,,,,6.0,,,,,,48.0,2.16 Tbps,,40 MB,fixed,,9300,5421.477077
93108TC-FX,,,,,,6.0,,48.0,,,2.16 Tbps,,40 MB,fixed,,9300,5421.477077
93108TC-FX,,,,,,6.0,,,48.0,,2.16 Tbps,,40 MB,fixed,,9300,5421.477077
93108TC-FX,,,,,,6.0,,,,48.0,2.16 Tbps,,40 MB,fixed,,9300,5421.477077
9348GC-FXP,,,,2.0,,,4.0,,48.0,,0. 696 Tbps,,40 MB,fixed,,9300,965.472041
9348GC-FXP,,,,2.0,,,,4.0,48.0,,0. 696 Tbps,,40 MB,fixed,,9300,965.472041
9348GC-FXP,,,,2.0,,,,,52.0,,0. 696 Tbps,,40 MB,fixed,,9300,965.472041
9348GC-FXP,,,,,,2.0,4.0,,48.0,,0. 696 Tbps,,40 MB,fixed,,9300,965.472041
9348GC-FXP,,,,,,2.0,,4.0,48.0,,0. 696 Tbps,,40 MB,fixed,,9300,965.472041
9348GC-FXP,,,,,,2.0,,,52.0,,0. 696 Tbps,,40 MB,fixed,,9300,965.472041
92348GC-X,,,,2.0,,,4.0,,48.0,,0.696 Tbps,,40 MB,fixed,,9200,965.472041
92348GC-X,,,,2.0,,,4.0,,,48.0,0.696 Tbps,,40 MB,fixed,,9200,965.472041
92348GC-X,,,,2.0,,,,4.0,48.0,,0.696 Tbps,,40 MB,fixed,,9200,965.472041
92348GC-X,,,,2.0,,,,4.0,,48.0,0.696 Tbps,,40 MB,fixed,,9200,965.472041
92348GC-X,,,,2.0,,,,,52.0,,0.696 Tbps,,40 MB,fixed,,9200,965.472041
92348GC-X,,,,2.0,,,,,4.0,48.0,0.696 Tbps,,40 MB,fixed,,9200,965.472041
92348GC-FX3,,,,2.0,,,4.0,,48.0,,0.696 Tbps,,40 MB,fixed,,9200,965.472041
92348GC-FX3,,,,2.0,,,4.0,,,48.0,0.696 Tbps,,40 MB,fixed,,9200,965.472041
92348GC-FX3,,,,2.0,,,,4.0,48.0,,0.696 Tbps,,40 MB,fixed,,9200,965.472041
92348GC-FX3,,,,2.0,,,,4.0,,48.0,0.696 Tbps,,40 MB,fixed,,9200,965.472041
92348GC-FX3,,,,2.0,,,,,52.0,,0.696 Tbps,,40 MB,fixed,,9200,965.472041
92348GC-FX3,,,,2.0,,,,,4.0,48.0,0.696 Tbps,,40 MB,fixed,,9200,965.472041
92160YC-X,,,,4.0,,2.0,48.0,,,,3.2 Tbps,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,4.0,,2.0,,48.0,,,3.2 Tbps,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,4.0,,,50.0,,,,3.2 Tbps,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,4.0,,,2.0,48.0,,,3.2 Tbps,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,4.0,,,48.0,,,,3.2 Tbps,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,4.0,,,,50.0,,,3.2 Tbps,,20 MB,fixed,,9200,5042.619992
9272Q,,,,,,72.0,,,,,5.76 Tbps,,30 MB,fixed,,9200,8880.626554
9272Q,,,,,,2.0,,140.0,,,5.76 Tbps,,30 MB,fixed,,9200,8880.626554
92304QC,,,,8.0,,40.0,,,,,6.1 Tbps,,30 MB,fixed,,9200,7333.364963
92304QC,,,,8.0,,24.0,,64.0,,,6.1 Tbps,,30 MB,fixed,,9200,7333.364963
9236C,,,,36.0,,,,,,,7.2 Tbps,,30 MB,fixed,,9200,11225.33011
9236C,,,,,72.0,,,,,,7.2 Tbps,,30 MB,fixed,,9200,11225.33011
9236C,,,,,,36.0,,,,,7.2 Tbps,,30 MB,fixed,,9200,11225.33011
9236C,,,,,,,144.0,,,,7.2 Tbps,,30 MB,fixed,,9200,11225.33011
9236C,,,,,,,,144.0,,,7.2 Tbps,,30 MB,fixed,,9200,11225.33011
92300YC,,,,18.0,,,48.0,,,,6.0 Tbps,,30 MB,fixed,,9200,9269.553448
92300YC,,,,18.0,,,,48.0,,,6.0 Tbps,,30 MB,fixed,,9200,9269.553448
92300YC,,,,18.0,,,,,48.0,,6.0 Tbps,,30 MB,fixed,,9200,9269.553448
92300YC,,,,,,18.0,48.0,,,,6.0 Tbps,,30 MB,fixed,,9200,9269.553448
92300YC,,,,,,18.0,,48.0,,,6.0 Tbps,,30 MB,fixed,,9200,9269.553448
92300YC,,,,,,18.0,,,48.0,,6.0 Tbps,,30 MB,fixed,,9200,9269.553448
92348GC-X,,,,2.0,,,4.0,,48.0,,,,40 MB,fixed,,9200,965.472041
92348GC-X,,,,2.0,,,4.0,,,48.0,,,40 MB,fixed,,9200,965.472041
92348GC-X,,,,2.0,,,,4.0,48.0,,,,40 MB,fixed,,9200,965.472041
92348GC-X,,,,2.0,,,,4.0,,48.0,,,40 MB,fixed,,9200,965.472041
92348GC-X,,,,2.0,,,,,52.0,,,,40 MB,fixed,,9200,965.472041
92348GC-X,,,,2.0,,,,,4.0,48.0,,,40 MB,fixed,,9200,965.472041
92348GC-X,,,,,,2.0,4.0,,48.0,,,,40 MB,fixed,,9200,965.472041
92348GC-X,,,,,,2.0,4.0,,,48.0,,,40 MB,fixed,,9200,965.472041
92348GC-X,,,,,,2.0,,4.0,48.0,,,,40 MB,fixed,,9200,965.472041
92348GC-X,,,,,,2.0,,4.0,,48.0,,,40 MB,fixed,,9200,965.472041
92348GC-X,,,,,,2.0,,,52.0,,,,40 MB,fixed,,9200,965.472041
92348GC-X,,,,,,2.0,,,4.0,48.0,,,40 MB,fixed,,9200,965.472041
92348GC-FX3,,,,2.0,,,4.0,,48.0,,,,40 MB,fixed,,9200,965.472041
92348GC-FX3,,,,2.0,,,4.0,,,48.0,,,40 MB,fixed,,9200,965.472041
92348GC-FX3,,,,2.0,,,,4.0,48.0,,,,40 MB,fixed,,9200,965.472041
92348GC-FX3,,,,2.0,,,,4.0,,48.0,,,40 MB,fixed,,9200,965.472041
92348GC-FX3,,,,2.0,,,,,52.0,,,,40 MB,fixed,,9200,965.472041
92348GC-FX3,,,,2.0,,,,,4.0,48.0,,,40 MB,fixed,,9200,965.472041
92348GC-FX3,,,,,,2.0,4.0,,48.0,,,,40 MB,fixed,,9200,965.472041
92348GC-FX3,,,,,,2.0,4.0,,,48.0,,,40 MB,fixed,,9200,965.472041
92348GC-FX3,,,,,,2.0,,4.0,48.0,,,,40 MB,fixed,,9200,965.472041
92348GC-FX3,,,,,,2.0,,4.0,,48.0,,,40 MB,fixed,,9200,965.472041
92348GC-FX3,,,,,,2.0,,,52.0,,,,40 MB,fixed,,9200,965.472041
92348GC-FX3,,,,,,2.0,,,4.0,48.0,,,40 MB,fixed,,9200,965.472041
92160YC-X,,,,4.0,,2.0,48.0,,,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,4.0,,,50.0,,,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,4.0,,,48.0,2.0,,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,4.0,,2.0,,48.0,,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,4.0,,,2.0,48.0,,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,4.0,,,,50.0,,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,4.0,,2.0,,,48.0,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,4.0,,,2.0,,48.0,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,4.0,,,,2.0,48.0,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,6.0,48.0,,,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,4.0,50.0,,,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,4.0,48.0,2.0,,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,6.0,,48.0,,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,4.0,2.0,48.0,,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,4.0,,50.0,,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,6.0,,,48.0,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,4.0,2.0,,48.0,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,4.0,,2.0,48.0,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,2.0,52.0,,,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,,54.0,,,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,,52.0,2.0,,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,2.0,4.0,48.0,,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,,6.0,48.0,,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,,4.0,50.0,,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,2.0,4.0,,48.0,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,,6.0,,48.0,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,,4.0,2.0,48.0,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,2.0,48.0,4.0,,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,,50.0,4.0,,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,,48.0,6.0,,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,2.0,,52.0,,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,,2.0,52.0,,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,,,54.0,,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,2.0,,4.0,48.0,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,,2.0,4.0,48.0,,,,20 MB,fixed,,9200,5042.619992
92160YC-X,,,,,,,,6.0,48.0,,,,20 MB,fixed,,9200,5042.619992
9272Q,,,,,,72.0,,,,,,,30 MB,fixed,,9200,8880.626554
9272Q,,,,,,,,140.0,,,,,30 MB,fixed,,9200,8880.626554
92304QC,,,,8.0,,56.0,,,,,,,30 MB,fixed,,9200,7333.364963
92304QC,,,,8.0,,40.0,,64.0,,,,,30 MB,fixed,,9200,7333.364963
9236C,,,,36.0,,,,,,,,,30 MB,fixed,,9200,11225.33011
9236C,,,,,72.0,,,,,,,,30 MB,fixed,,9200,11225.33011
9236C,,,,,,36.0,,,,,,,30 MB,fixed,,9200,11225.33011
9236C,,,,,,,144.0,,,,,,30 MB,fixed,,9200,11225.33011
9236C,,,,,,,,144.0,,,,,30 MB,fixed,,9200,11225.33011
9236C,,,,,,,,,36.0,,,,30 MB,fixed,,9200,11225.33011
92300YC,,,,18.0,,,48.0,,,,,,30 MB,fixed,,9200,9269.553448
92300YC,,,,18.0,,,,48.0,,,,,30 MB,fixed,,9200,9269.553448
92300YC,,,,18.0,,,,,48.0,,,,30 MB,fixed,,9200,9269.553448
92300YC,,,,,,18.0,48.0,,,,,,30 MB,fixed,,9200,9269.553448
92300YC,,,,,,18.0,,48.0,,,,,30 MB,fixed,,9200,9269.553448
92300YC,,,,,,18.0,,,48.0,,,,30 MB,fixed,,9200,9269.553448
N9364E-SP2R,64.0,,,,,,,,,,,,144 MB,fixed,,9300,182311.8737
