code,800,400,200,100,50,40,25,10,1,0.1,throughput,macsec,deepbuffer,type,maxmodules,family,cost
7800R3-48CQM,,,,48.0,,,,,,,4.8,x,8.0,linecard,,7800R3,15183.95104
7800R3-48CQM,,,,,,48.0,,,,,1.9,,8.0,linecard,,7800R3,15183.95104
7800R3K-48CQ,,,,48.0,,,,,,,4.8,,8.0,linecard,,7800R3,15183.95104
7800R3K-48CQ,,,,,48.0,,,,,,2.4,,8.0,linecard,,7800R3,15183.95104
7800R3K-48CQ,,,,,,48.0,,,,,1.9,,8.0,linecard,,7800R3,15183.95104
7800R3K-48CQ,,,,,,,96.0,,,,2.4,,8.0,linecard,,7800R3,15183.95104
7800R3K-48CQ,,,,,,,,96.0,,,0.96,,8.0,linecard,,7800R3,15183.95104
7800R3K-72Y,,,,,32.0,,40.0,,,,2.4,,4.0,linecard,,7800R3,7976.337297
7800R3K-72Y,,,,,32.0,,,40.0,,,2.24,,4.0,linecard,,7800R3,7976.337297
7800R3K-72Y,,,,,32.0,,,,40.0,,1.76,,4.0,linecard,,7800R3,7976.337297
7800R3K-72Y,,,,,,,72.0,,,,1.76,,4.0,linecard,,7800R3,7976.337297
7800R3K-72Y,,,,,,,,72.0,,,1.76,,4.0,linecard,,7800R3,7976.337297
7800R3-48CQ2,,,,48.0,,,,,,,4.8,,8.0,linecard,,7800R3,15183.95104
7800R3-48CQ2,,,,,48.0,,,,,,2.4,,8.0,linecard,,7800R3,15183.95104
7800R3-48CQ2,,,,,,48.0,,,,,1.9,,8.0,linecard,,7800R3,15183.95104
7800R3-48CQ2,,,,,,,96.0,,,,2.4,,8.0,linecard,,7800R3,15183.95104
7800R3-48CQ2,,,,,,,,96.0,,,0.96,,8.0,linecard,,7800R3,15183.95104
7800R3-48CQM2,,,,48.0,,,,,,,4.8,x,8.0,linecard,,7800R3,15183.95104
7800R3-48CQM2,,,,,48.0,,,,,,2.4,x,8.0,linecard,,7800R3,15183.95104
7800R3-48CQM2,,,,,,48.0,,,,,1.9,x,8.0,linecard,,7800R3,15183.95104
7800R3-48CQM2,,,,,,,96.0,,,,2.4,x,8.0,linecard,,7800R3,15183.95104
7800R3-48CQM2,,,,,,,,96.0,,,0.96,x,8.0,linecard,,7800R3,15183.95104
7800R3-48CQMS,,,,48.0,,,,,,,4.8,x,8.0,linecard,,7800R3,15183.95104
7800R3-48CQMS,,,,,48.0,,,,,,2.4,x,8.0,linecard,,7800R3,15183.95104
7800R3-48CQMS,,,,,,48.0,,,,,1.9,x,8.0,linecard,,7800R3,15183.95104
7800R3-48CQMS,,,,,,,96.0,,,,2.4,x,8.0,linecard,,7800R3,15183.95104
7800R3-48CQMS,,,,,,,,96.0,,,0.96,x,8.0,linecard,,7800R3,15183.95104
7720R4-128PE,128.0,,,,,,,,,,102.4,,,fixed,,7700R4,377482.176
7700R4C-38PE,38.0,,,1.0,,,,,,,14.4,,16.0,fixed,,7700R4,105826.9615
7512R3,,,,,,,,,,,230.0,,,modular,12.0,7500R3,19192.88709
7508R3,,,,,,,,,,,153.0,,,modular,8.0,7500R3,12538.4683
7504R3,,,,,,,,,,,77.0,,,modular,4.0,7500R3,6055.681021
7500R3-24P,,24.0,,,,,,,,,9.6,,16.0,linecard,,7500R3,31438.82383
7500R3-24P,,,,96.0,,,,,,,9.6,,16.0,linecard,,7500R3,31438.82383
7500R3-24P,,,,,192.0,,,,,,9.6,,16.0,linecard,,7500R3,31438.82383
7500R3-24P,,,,,,24.0,,,,,0.96,,16.0,linecard,,7500R3,31438.82383
7500R3-24P,,,,,,,192.0,,,,4.8,,16.0,linecard,,7500R3,31438.82383
7500R3-24P,,,,,,,,192.0,,,1.9,,16.0,linecard,,7500R3,31438.82383
7500R3-24D,,24.0,,,,,,,,,9.6,,16.0,linecard,,7500R3,31438.82383
7500R3-24D,,,,96.0,,,,,,,9.6,,16.0,linecard,,7500R3,31438.82383
7500R3-24D,,,,,192.0,,,,,,9.6,,16.0,linecard,,7500R3,31438.82383
7500R3-24D,,,,,,24.0,,,,,0.96,,16.0,linecard,,7500R3,31438.82383
7500R3-24D,,,,,,,192.0,,,,4.8,,16.0,linecard,,7500R3,31438.82383
7500R3-24D,,,,,,,,192.0,,,1.9,,16.0,linecard,,7500R3,31438.82383
7500R3-36CQ,,,,36.0,,,,,,,3.6,,16.0,linecard,,7500R3,11225.33011
7500R3-36CQ,,,,,72.0,,,,,,3.6,,16.0,linecard,,7500R3,11225.33011
7500R3-36CQ,,,,,,36.0,,,,,1.44,,16.0,linecard,,7500R3,11225.33011
7500R3-36CQ,,,,,,,96.0,,,,2.4,,16.0,linecard,,7500R3,11225.33011
7500R3-36CQ,,,,,,,,96.0,,,0.96,,16.0,linecard,,7500R3,11225.33011
7500R3K-36CQ,,,,36.0,,,,,,,3.6,,16.0,linecard,,7500R3,11225.33011
7500R3K-36CQ,,,,,72.0,,,,,,3.6,,16.0,linecard,,7500R3,11225.33011
7500R3K-36CQ,,,,,,36.0,,,,,1.44,,16.0,linecard,,7500R3,11225.33011
7500R3K-36CQ,,,,,,,96.0,,,,2.4,,16.0,linecard,,7500R3,11225.33011
7500R3K-36CQ,,,,,,,,96.0,,,0.96,,16.0,linecard,,7500R3,11225.33011
7500R3K-48Y4D,,4.0,,,,,48.0,,,,,,4.0,linecard,,7500R3,8621.789757
7500R3K-48Y4D,,,,16.0,,,48.0,,,,,,4.0,linecard,,7500R3,8621.789757
7500R3K-48Y4D,,,,,32.0,,48.0,,,,,,4.0,linecard,,7500R3,8621.789757
7500R3K-48Y4D,,,,,,4.0,48.0,,,,,,4.0,linecard,,7500R3,8621.789757
7500R3K-48Y4D,,,,,,,80.0,,,,,,4.0,linecard,,7500R3,8621.789757
7500R3K-48Y4D,,4.0,,,,,,48.0,,,,,4.0,linecard,,7500R3,8621.789757
7500R3K-48Y4D,,,,16.0,,,,48.0,,,,,4.0,linecard,,7500R3,8621.789757
7500R3K-48Y4D,,,,,32.0,,,48.0,,,,,4.0,linecard,,7500R3,8621.789757
7500R3K-48Y4D,,,,,,4.0,,48.0,,,,,4.0,linecard,,7500R3,8621.789757
7500R3K-48Y4D,,,,,,,,80.0,,,,,4.0,linecard,,7500R3,8621.789757
7516N,,,,,,,,,,,150.0,,,modular,16.0,7500R,25961.27286
7512N,,,,,,,,,,,115.0,,,modular,12.0,7500R,19192.88709
7508N,,,,,,,,,,,75.0,,,modular,8.0,7500R,12538.4683
7504N,,,,,,,,,,,38.0,,,modular,4.0,7500R,6055.681021
7500R-36CQ,,,,36.0,,,,,,,,,24.0,linecard,,7500R,11225.33011
7500R-36CQ,,,,,72.0,,,,,,,,,linecard,,7500R,11225.33011
7500R-36CQ,,,,,,36.0,,,,,,,,linecard,,7500R,11225.33011
7500R-36CQ,,,,,,,144.0,,,,,,,linecard,,7500R,11225.33011
7500R-36CQ,,,,,,,,144.0,,,,,,linecard,,7500R,11225.33011
7500R-36Q,,,,6.0,,,,,,,,,8.0,linecard,,7500R,1710.567862
7500R-36Q,,,,,12.0,,,,,,,,,linecard,,7500R,1710.567862
7500R-36Q,,,,,,36.0,,,,,,,,linecard,,7500R,1710.567862
7500R-36Q,,,,,,,24.0,,,,,,,linecard,,7500R,1710.567862
7500R-36Q,,,,,,,,96.0,,,,,,linecard,,7500R,1710.567862
7500R-48S2CQ,,,,2.0,,,,48.0,,,,,4.0,linecard,,7500R,1950.813956
7500R-48S2CQ,,,,,4.0,,,48.0,,,,,,linecard,,7500R,1950.813956
7500R-48S2CQ,,,,,,2.0,,48.0,,,,,,linecard,,7500R,1950.813956
7500R-48S2CQ,,,,,,,8.0,48.0,,,,,,linecard,,7500R,1950.813956
7500R-48S2CQ,,,,,,,,56.0,,,,,,linecard,,7500R,1950.813956
7500R2A-36CQ,,,,36.0,,,,,,,,,16.0,linecard,,7500R,11225.33011
7500R2A-36CQ,,,,,72.0,,,,,,,,,linecard,,7500R,11225.33011
7500R2A-36CQ,,,,,,36.0,,,,,,,,linecard,,7500R,11225.33011
7500R2A-36CQ,,,,,,,144.0,,,,,,,linecard,,7500R,11225.33011
7500R2A-36CQ,,,,,,,,144.0,,,,,,linecard,,7500R,11225.33011
7500R2-36CQ,,,,36.0,,,,,,,,,16.0,linecard,,7500R,11225.33011
7500R2-36CQ,,,,,72.0,,,,,,,,,linecard,,7500R,11225.33011
7500R2-36CQ,,,,,,36.0,,,,,,,,linecard,,7500R,11225.33011
7500R2-36CQ,,,,,,,144.0,,,,,,,linecard,,7500R,11225.33011
7500R2-36CQ,,,,,,,,144.0,,,,,,linecard,,7500R,11225.33011
7500R2AK-36CQ,,,,36.0,,,,,,,,,24.0,linecard,,7500R,11225.33011
7500R2AK-36CQ,,,,,72.0,,,,,,,,,linecard,,7500R,11225.33011
7500R2AK-36CQ,,,,,,36.0,,,,,,,,linecard,,7500R,11225.33011
7500R2AK-36CQ,,,,,,,144.0,,,,,,,linecard,,7500R,11225.33011
7500R2AK-36CQ,,,,,,,,144.0,,,,,,linecard,,7500R,11225.33011
7500R2AK-48YCQ,,,,2.0,,,12.0,48.0,,,,,4.0,linecard,,7500R,2863.313329
7500R2AK-48YCQ,,,,,4.0,,12.0,48.0,,,,,,linecard,,7500R,2863.313329
7500R2AK-48YCQ,,,,,,2.0,12.0,48.0,,,,,,linecard,,7500R,2863.313329
7500R2AK-48YCQ,,,,,,,20.0,48.0,,,,,,linecard,,7500R,2863.313329
7500R2AK-48YCQ,,,,,,,12.0,56.0,,,,,,linecard,,7500R,2863.313329
7308X3,,,,,,,,,,,51.2,,,modular,8.0,7300X3,12538.4683
7304X3,,,,,,,,,,,25.6,,,modular,4.0,7300X3,6055.681021
DCS-7300X3-32C-LC,,,,32.0,,,128.0,,,,,,0.064,linecard,,7300X3,20538.58256
DCS-7300X3-32C-LC,,,,,,32.0,128.0,,,,,,,linecard,,7300X3,20538.58256
DCS-7300X3-32C-LC,,,,32.0,,,,128.0,,,,,,linecard,,7300X3,20538.58256
DCS-7300X3-32C-LC,,,,,,32.0,,128.0,,,,,,linecard,,7300X3,20538.58256
DCS-7300X3-48YC4-LC,,,,4.0,,,64.0,,,,,,0.032,linecard,,7300X3,6055.681021
DCS-7300X3-48YC4-LC,,,,,,4.0,64.0,,,,,,,linecard,,7300X3,6055.681021
DCS-7300X3-48YC4-LC,,,,4.0,,,,64.0,,,,,,linecard,,7300X3,6055.681021
DCS-7300X3-48YC4-LC,,,,,,4.0,,64.0,,,,,,linecard,,7300X3,6055.681021
DCS-7300X3-48TC4-LC,,,,4.0,,,64.0,,,,,,0.032,linecard,,7300X3,6055.681021
DCS-7300X3-48TC4-LC,,,,,,4.0,64.0,,,,,,,linecard,,7300X3,6055.681021
DCS-7300X3-48TC4-LC,,,,4.0,,,,64.0,,,,,,linecard,,7300X3,6055.681021
DCS-7300X3-48TC4-LC,,,,,,4.0,,64.0,,,,,,linecard,,7300X3,6055.681021
7388X5,,,,,,,,,,,25.6,,0.114,modular,8.0,7388X5,12538.4683
DCS-7388-16CD2,,,16.0,,,,,,,,,,,linecard,,7388X5,9919.48152
DCS-7388-16CD2,,,,32.0,,,,,,,,,,linecard,,7388X5,9919.48152
DCS-7388-16CD2,,,,,,16.0,,,,,,,,linecard,,7388X5,9919.48152
DCS-7388-16CD2,,,,,,,32.0,,,,,,,linecard,,7388X5,9919.48152
DCS-7388-16CD2,,,,,,,,32.0,,,,,,linecard,,7388X5,9919.48152
DCS-7388-8DR,,8.0,,,,,,,,,,,,linecard,,7388X5,9919.48152
DCS-7388-8DR,,,16.0,,,,,,,,,,,linecard,,7388X5,9919.48152
DCS-7388-8DR,,,,32.0,,,,,,,,,,linecard,,7388X5,9919.48152
DCS-7388-8DR,,,,,,8.0,,,,,,,,linecard,,7388X5,9919.48152
DCS-7388-8DR,,,,,,,32.0,,,,,,,linecard,,7388X5,9919.48152
DCS-7388-8DR,,,,,,,,32.0,,,,,,linecard,,7388X5,9919.48152
DCS-7388-8D,,8.0,,,,,,,,,,x,,linecard,,7388X5,9919.48152
DCS-7388-8D,,,16.0,,,,,,,,,x,,linecard,,7388X5,9919.48152
DCS-7388-8D,,,,32.0,,,,,,,,x,,linecard,,7388X5,9919.48152
DCS-7388-8D,,,,,,8.0,,,,,,x,,linecard,,7388X5,9919.48152
DCS-7388-8D,,,,,,,32.0,,,,,x,,linecard,,7388X5,9919.48152
DCS-7388-8D,,,,,,,,32.0,,,,x,,linecard,,7388X5,9919.48152
7368X4,,,,,,,,,,,12.8,,0.064,modular,4.0,7368X4,12538.4683
DCS-7368-16S,,,,,,,16.0,,,,,,,linecard,,7368X4,1117.492164
DCS-7368-16S,,,,,,,,16.0,,,,,,linecard,,7368X4,1117.492164
DCS-7368-16C,,,8.0,,,,,,,,,,,linecard,,7368X4,4790.793782
DCS-7368-16C,,,,16.0,,,,,,,,,,linecard,,7368X4,4790.793782
DCS-7368-16C,,,,,,,16.0,,,,,,,linecard,,7368X4,4790.793782
DCS-7368-16C,,,,,,,,16.0,,,,,,linecard,,7368X4,4790.793782
DCS-7358-16C,,,8.0,,,,,,,,,,,linecard,,7368X4,4790.793782
DCS-7358-16C,,,,16.0,,,,,,,,,,linecard,,7368X4,4790.793782
DCS-7358-16C,,,,,,,16.0,,,,,,,linecard,,7368X4,4790.793782
DCS-7358-16C,,,,,,,,16.0,,,,,,linecard,,7368X4,4790.793782
DCS-7368-4D,,4.0,,,,,,,,,,,,linecard,,7368X4,4790.793782
DCS-7368-4D,,,8.0,,,,,,,,,,,linecard,,7368X4,4790.793782
DCS-7368-4D,,,,16.0,,,,,,,,,,linecard,,7368X4,4790.793782
DCS-7368-4P,,4.0,,,,,,,,,,,,linecard,,7368X4,4790.793782
DCS-7368-4P,,,8.0,,,,,,,,,,,linecard,,7368X4,4790.793782
DCS-7368-4P,,,,16.0,,,,,,,,,,linecard,,7368X4,4790.793782
7280R4-32PE,32.0,,,,,,,,,,25.6,x,32.0,fixed,,7280R4,88050.83099
7280R4-32PE,,64.0,,,,,8.0,,,,25.6,x,32.0,fixed,,7280R4,88050.83099
7280R4-32PE,,,,256.0,,,8.0,,,,25.6,x,32.0,fixed,,7280R4,88050.83099
7280R4-32PE,,,,,256.0,,8.0,,,,13.0,x,32.0,fixed,,7280R4,88050.83099
7280R4-32PE,,,,,,,264.0,,,,6.6,x,32.0,fixed,,7280R4,88050.83099
7280R4K-32PE,32.0,,,,,,,,,,25.6,x,32.0,fixed,,7280R4,88050.83099
7280R4K-32PE,,64.0,,,,,8.0,,,,,x,32.0,fixed,,7280R4,88050.83099
7280R4K-32PE,,,,256.0,,,8.0,,,,,x,32.0,fixed,,7280R4,88050.83099
7280R4K-32PE,,,,,256.0,,8.0,,,,,x,32.0,fixed,,7280R4,88050.83099
7280R4K-32PE,,,,,,,264.0,,,,,x,32.0,fixed,,7280R4,88050.83099
7280R4-32DE,32.0,,,,,,,,,,25.6,x,32.0,fixed,,7280R4,88050.83099
7280R4-32DE,,64.0,,,,,8.0,,,,,x,32.0,fixed,,7280R4,88050.83099
7280R4-32DE,,,,256.0,,,8.0,,,,,x,32.0,fixed,,7280R4,88050.83099
7280R4-32DE,,,,,256.0,,8.0,,,,,x,32.0,fixed,,7280R4,88050.83099
7280R4-32DE,,,,,,,264.0,,,,,x,32.0,fixed,,7280R4,88050.83099
7280R4K-32DE,32.0,,,,,,,,,,25.6,x,32.0,fixed,,7280R4,88050.83099
7280R4K-32DE,,64.0,,,,,8.0,,,,,x,32.0,fixed,,7280R4,88050.83099
7280R4K-32DE,,,,256.0,,,8.0,,,,,x,32.0,fixed,,7280R4,88050.83099
7280R4K-32DE,,,,,256.0,,8.0,,,,,x,32.0,fixed,,7280R4,88050.83099
7280R4K-32DE,,,,,,,264.0,,,,,x,32.0,fixed,,7280R4,88050.83099
7280R4-64QC-10PE,10.0,,,64.0,,,,,,,14.4,,16.0,fixed,,7280R4,48124.04366
7280R4-64QC-10PE,,20.0,,64.0,,,,,,,14.4,,16.0,fixed,,7280R4,48124.04366
7280R4-64QC-10PE,,,,144.0,,,,,,,14.4,,16.0,fixed,,7280R4,48124.04366
7280R4-64QC-10PE,,,,64.0,80.0,,,,,,10.4,,16.0,fixed,,7280R4,48124.04366
7280R4-64QC-10PE,,,,64.0,,,80.0,,,,8.4,,16.0,fixed,,7280R4,48124.04366
7280R4K-64QC-10PE,10.0,,,64.0,,,,,,,14.4,x,16.0,fixed,,7280R4,48124.04366
7280R4K-64QC-10PE,,20.0,,64.0,,,,,,,14.4,x,16.0,fixed,,7280R4,48124.04366
7280R4K-64QC-10PE,,,,144.0,,,,,,,14.4,x,16.0,fixed,,7280R4,48124.04366
7280R4K-64QC-10PE,,,,64.0,80.0,,,,,,10.4,x,16.0,fixed,,7280R4,48124.04366
7280R4K-64QC-10PE,,,,64.0,,,80.0,,,,8.4,x,16.0,fixed,,7280R4,48124.04366
7280R3A,,,,,,,,,,,,,,modular,9.0,7280R3A,0.0
DCS-7368-16S,,,,,,,16.0,,,,,,,linecard,,7280R3A,1117.492164
DCS-7368-16S,,,,,,,,16.0,,,,,,linecard,,7280R3A,1117.492164
DCS-7358-16C,,,4.0,,,,,,,,,,,linecard,,7280R3A,4790.793782
DCS-7358-16C,,,,16.0,,,,,,,,,,linecard,,7280R3A,4790.793782
DCS-7358-16C,,,,11.0,,20.0,,,,,,,,linecard,,7280R3A,4790.793782
DCS-7358-16C,,,2.0,3.0,,20.0,,,,,,,,linecard,,7280R3A,4790.793782
DCS-7368-4D,,4.0,,,,,,,,,,,,linecard,,7280R3A,4790.793782
DCS-7368-4D,,,8.0,,,,,,,,,,,linecard,,7280R3A,4790.793782
DCS-7368-4D,,,,16.0,,,,,,,,,,linecard,,7280R3A,4790.793782
DCS-7368-4D,,,,,,,16.0,,,,,,,linecard,,7280R3A,4790.793782
DCS-7368-4D,,,,,,,,16.0,,,,,,linecard,,7280R3A,4790.793782
DCS-7368-4P,,4.0,,,,,,,,,,,,linecard,,7280R3A,4790.793782
DCS-7368-4P,,,8.0,,,,,,,,,,,linecard,,7280R3A,4790.793782
DCS-7368-4P,,,,16.0,,,,,,,,,,linecard,,7280R3A,4790.793782
DCS-7368-4P,,,,,,,16.0,,,,,,,linecard,,7280R3A,4790.793782
DCS-7368-4P,,,,,,,,16.0,,,,,,linecard,,7280R3A,4790.793782
7280DR3A-54,,54.0,,,,,,,,,,,,fixed,,7280R3A,73664.44721
7280DR3A-54,,,,216.0,,,,,,,,,,fixed,,7280R3A,73664.44721
7280DR3A-54,,,,,348.0,,,,,,,,,fixed,,7280R3A,73664.44721
7280DR3A-54,,12.0,,,336.0,,,,,,,,,fixed,,7280R3A,73664.44721
7280DR3A-54,,,,84.0,264.0,,,,,,,,,fixed,,7280R3A,73664.44721
7280DR3A-54,,,,,336.0,12.0,,,,,,,,fixed,,7280R3A,73664.44721
7280DR3A-54,,12.0,,,,,336.0,,,,,,,fixed,,7280R3A,73664.44721
7280DR3A-54,,,,84.0,,,264.0,,,,,,,fixed,,7280R3A,73664.44721
7280DR3A-54,,,,,,12.0,336.0,,,,,,,fixed,,7280R3A,73664.44721
7280DR3A-54,,12.0,,,,,,336.0,,,,,,fixed,,7280R3A,73664.44721
7280DR3A-54,,,,84.0,,,,264.0,,,,,,fixed,,7280R3A,73664.44721
7280DR3A-54,,,,,,12.0,,336.0,,,,,,fixed,,7280R3A,73664.44721
7280DR3AM-54,,54.0,,,,,,,,,,x,,fixed,,7280R3A,73664.44721
7280DR3AM-54,,,,216.0,,,,,,,,x,,fixed,,7280R3A,73664.44721
7280DR3AM-54,,,,,348.0,,,,,,,x,,fixed,,7280R3A,73664.44721
7280DR3AM-54,,12.0,,,336.0,,,,,,,x,,fixed,,7280R3A,73664.44721
7280DR3AM-54,,,,84.0,264.0,,,,,,,x,,fixed,,7280R3A,73664.44721
7280DR3AM-54,,,,,336.0,12.0,,,,,,x,,fixed,,7280R3A,73664.44721
7280DR3AM-54,,12.0,,,,,336.0,,,,,x,,fixed,,7280R3A,73664.44721
7280DR3AM-54,,,,84.0,,,264.0,,,,,x,,fixed,,7280R3A,73664.44721
7280DR3AM-54,,,,,,12.0,336.0,,,,,x,,fixed,,7280R3A,73664.44721
7280DR3AM-54,,12.0,,,,,,336.0,,,,x,,fixed,,7280R3A,73664.44721
7280DR3AM-54,,,,84.0,,,,264.0,,,,x,,fixed,,7280R3A,73664.44721
7280DR3AM-54,,,,,,12.0,,336.0,,,,x,,fixed,,7280R3A,73664.44721
7280DR3AK-54,,54.0,,,,,,,,,,x,,fixed,,7280R3A,73664.44721
7280DR3AK-54,,,,216.0,,,,,,,,x,,fixed,,7280R3A,73664.44721
7280DR3AK-54,,,,,348.0,,,,,,,x,,fixed,,7280R3A,73664.44721
7280DR3AK-54,,12.0,,,336.0,,,,,,,x,,fixed,,7280R3A,73664.44721
7280DR3AK-54,,,,84.0,264.0,,,,,,,x,,fixed,,7280R3A,73664.44721
7280DR3AK-54,,,,,336.0,12.0,,,,,,x,,fixed,,7280R3A,73664.44721
7280DR3AK-54,,12.0,,,,,336.0,,,,,x,,fixed,,7280R3A,73664.44721
7280DR3AK-54,,,,84.0,,,264.0,,,,,x,,fixed,,7280R3A,73664.44721
7280DR3AK-54,,,,,,12.0,336.0,,,,,x,,fixed,,7280R3A,73664.44721
7280DR3AK-54,,12.0,,,,,,336.0,,,,x,,fixed,,7280R3A,73664.44721
7280DR3AK-54,,,,84.0,,,,264.0,,,,x,,fixed,,7280R3A,73664.44721
7280DR3AK-54,,,,,,12.0,,336.0,,,,x,,fixed,,7280R3A,73664.44721
7280DR3A-36,,36.0,,,,,,,,,,,,fixed,,7280R3A,48124.04366
7280DR3A-36,,,,144.0,,,,,,,,,,fixed,,7280R3A,48124.04366
7280DR3A-36,,,,,,36.0,,,,,,,,fixed,,7280R3A,48124.04366
7280DR3A-36,,,,,232.0,,,,,,,,,fixed,,7280R3A,48124.04366
7280DR3A-36,,8.0,,,224.0,,,,,,,,,fixed,,7280R3A,48124.04366
7280DR3A-36,,,,18.0,214.0,,,,,,,,,fixed,,7280R3A,48124.04366
7280DR3A-36,,,,,224.0,8.0,,,,,,,,fixed,,7280R3A,48124.04366
7280DR3A-36,,,,,,,232.0,,,,,,,fixed,,7280R3A,48124.04366
7280DR3A-36,,8.0,,,,,224.0,,,,,,,fixed,,7280R3A,48124.04366
7280DR3A-36,,,,18.0,,,214.0,,,,,,,fixed,,7280R3A,48124.04366
7280DR3A-36,,,,,,8.0,224.0,,,,,,,fixed,,7280R3A,48124.04366
7280DR3A-36,,,,,,,,232.0,,,,,,fixed,,7280R3A,48124.04366
7280DR3A-36,,8.0,,,,,,224.0,,,,,,fixed,,7280R3A,48124.04366
7280DR3A-36,,,,18.0,,,,214.0,,,,,,fixed,,7280R3A,48124.04366
7280DR3A-36,,,,,,8.0,,224.0,,,,,,fixed,,7280R3A,48124.04366
7280DR3AM-36,,36.0,,,,,,,,,,,,fixed,,7280R3A,48124.04366
7280DR3AM-36,,,,144.0,,,,,,,,,,fixed,,7280R3A,48124.04366
7280DR3AM-36,,,,,,36.0,,,,,,,,fixed,,7280R3A,48124.04366
7280DR3AM-36,,,,,232.0,,,,,,,,,fixed,,7280R3A,48124.04366
7280DR3AM-36,,8.0,,,224.0,,,,,,,,,fixed,,7280R3A,48124.04366
7280DR3AM-36,,,,18.0,214.0,,,,,,,,,fixed,,7280R3A,48124.04366
7280DR3AM-36,,,,,224.0,8.0,,,,,,,,fixed,,7280R3A,48124.04366
7280DR3AM-36,,,,,,,232.0,,,,,,,fixed,,7280R3A,48124.04366
7280DR3AM-36,,8.0,,,,,224.0,,,,,,,fixed,,7280R3A,48124.04366
7280DR3AM-36,,,,18.0,,,214.0,,,,,,,fixed,,7280R3A,48124.04366
7280DR3AM-36,,,,,,8.0,224.0,,,,,,,fixed,,7280R3A,48124.04366
7280DR3AM-36,,,,,,,,232.0,,,,,,fixed,,7280R3A,48124.04366
7280DR3AM-36,,8.0,,,,,,224.0,,,,,,fixed,,7280R3A,48124.04366
7280DR3AM-36,,,,18.0,,,,214.0,,,,,,fixed,,7280R3A,48124.04366
7280DR3AM-36,,,,,,8.0,,224.0,,,,,,fixed,,7280R3A,48124.04366
7280DR3AK-36,,36.0,,,,,,,,,,,,fixed,,7280R3A,48124.04366
7280DR3AK-36,,,,144.0,,,,,,,,,,fixed,,7280R3A,48124.04366
7280DR3AK-36,,,,,,36.0,,,,,,,,fixed,,7280R3A,48124.04366
7280DR3AK-36,,,,,232.0,,,,,,,,,fixed,,7280R3A,48124.04366
7280DR3AK-36,,8.0,,,224.0,,,,,,,,,fixed,,7280R3A,48124.04366
7280DR3AK-36,,,,18.0,214.0,,,,,,,,,fixed,,7280R3A,48124.04366
7280DR3AK-36,,,,,224.0,8.0,,,,,,,,fixed,,7280R3A,48124.04366
7280DR3AK-36,,,,,,,232.0,,,,,,,fixed,,7280R3A,48124.04366
7280DR3AK-36,,8.0,,,,,224.0,,,,,,,fixed,,7280R3A,48124.04366
7280DR3AK-36,,,,18.0,,,214.0,,,,,,,fixed,,7280R3A,48124.04366
7280DR3AK-36,,,,,,8.0,224.0,,,,,,,fixed,,7280R3A,48124.04366
7280DR3AK-36,,,,,,,,232.0,,,,,,fixed,,7280R3A,48124.04366
7280DR3AK-36,,8.0,,,,,,224.0,,,,,,fixed,,7280R3A,48124.04366
7280DR3AK-36,,,,18.0,,,,214.0,,,,,,fixed,,7280R3A,48124.04366
7280DR3AK-36,,,,,,8.0,,224.0,,,,,,fixed,,7280R3A,48124.04366
7280CR3A-24D12,,12.0,,24.0,,,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-24D12,,12.0,,,48.0,,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-24D12,,12.0,,,,24.0,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-24D12,,12.0,,,,,96.0,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-24D12,,12.0,,,,,,96.0,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-24D12,,,,72.0,,,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-24D12,,,,48.0,48.0,,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-24D12,,,,48.0,,24.0,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-24D12,,,,48.0,,,68.0,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-24D12,,,,57.0,,,59.0,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-24D12,,,,48.0,,,,68.0,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-24D12,,,,57.0,,,,59.0,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-24D12,,,,,116.0,,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-24D12,,,,,,36.0,,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-24D12,,,,,,,116.0,,,,,,,fixed,,7280R3A,23242.38103
7280CR3A-24D12,,,,,,,,116.0,,,,,,fixed,,7280R3A,23242.38103
7280CR3AM-24D12,,12.0,,24.0,,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-24D12,,12.0,,,48.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-24D12,,12.0,,,,24.0,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-24D12,,12.0,,,,,96.0,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-24D12,,12.0,,,,,,96.0,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-24D12,,,,72.0,,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-24D12,,,,48.0,48.0,,,,,,,x,,fixed,,7280R3A,23242.38103
7280CR3AM-24D12,,,,48.0,,24.0,,,,,,x,,fixed,,7280R3A,23242.38103
