1,10,25,40,50,100,200,400,800,profile,role,vendor,best_module,solution_linecards,solution_cost
0,0,20,0,10,10,0,0,20,ai_gpu,spine,arista,7280R4-32PE,['7280R4-32PE'],88050.83099
